date,total_daily_expense,outlier_count_today,dayofweek,month,year,dayofyear,is_month_start,is_holiday,lag_1,lag_7,rolling_mean_7,rolling_std_7,rolling_outlier_sum_7
2019-05-04,3682.0,0,5,5,2019,124,1,0,705.0,593.0,1178.857142857143,1355.1963484618786,0.0
2019-05-05,347.0,0,6,5,2019,125,1,0,3682.0,2368.0,890.1428571428571,1272.384694010072,0.0
2019-05-06,151.0,0,0,5,2019,126,1,0,347.0,973.0,772.7142857142857,1301.0711887220257,0.0
2019-05-07,10734.0,0,1,5,2019,127,1,0,151.0,291.0,2264.5714285714284,3949.1015373636715,0.0
2019-05-08,142.0,0,2,5,2019,128,0,0,10734.0,0.0,2284.8571428571427,3935.8726871624,0.0
2019-05-09,1797.0,0,3,5,2019,129,0,0,142.0,233.0,2508.285714285714,3843.2843469428212,0.0
2019-05-10,429.0,0,4,5,2019,130,0,0,1797.0,705.0,2468.8571428571427,3866.215092682284,0.0
2019-05-11,2076.0,0,5,5,2019,131,0,0,429.0,3682.0,2239.4285714285716,3829.7056830877727,0.0
2019-05-12,8582.0,0,6,5,2019,132,0,0,2076.0,347.0,3415.8571428571427,4377.192990515443,0.0
2019-05-13,1038.0,0,0,5,2019,133,0,0,8582.0,151.0,3542.5714285714284,4278.656870920436,0.0
2019-05-14,454.0,0,1,5,2019,134,0,0,1038.0,10734.0,2074.0,2959.93079874522,0.0
2019-05-15,2365.0,0,2,5,2019,135,0,0,454.0,142.0,2391.5714285714284,2834.702739102421,0.0
2019-05-16,1350.5,0,3,5,2019,136,0,0,2365.0,1797.0,2327.785714285714,2855.260406359181,0.0
2019-05-17,732.0,0,4,5,2019,137,0,0,1350.5,429.0,2371.0714285714284,2823.800666195846,0.0
2019-05-18,106.0,0,5,5,2019,138,0,0,732.0,2076.0,2089.6428571428573,2953.3079858949673,0.0
2019-05-19,205.0,0,6,5,2019,139,0,0,106.0,8582.0,892.9285714285714,786.1796035734549,0.0
2019-05-20,215.0,0,0,5,2019,140,0,0,205.0,1038.0,775.3571428571429,821.609229632788,0.0
2019-05-21,12842.0,0,1,5,2019,141,0,0,215.0,454.0,2545.0714285714284,4612.078873538637,0.0
2019-05-22,3589.0,0,2,5,2019,142,0,0,12842.0,2365.0,2719.9285714285716,4627.291598304715,0.0
2019-05-23,391.0,0,3,5,2019,143,0,0,3589.0,1350.5,2582.8571428571427,4688.425799372068,0.0
2019-05-24,924.0,0,4,5,2019,144,0,0,391.0,732.0,2610.285714285714,4676.339156304752,0.0
2019-05-25,4412.0,0,5,5,2019,145,0,0,924.0,106.0,3225.4285714285716,4574.108468952322,0.0
2019-05-26,783.0,0,6,5,2019,146,0,0,4412.0,205.0,3308.0,4515.335941731659,0.0
2019-05-27,496.0,0,0,5,2019,147,0,0,783.0,215.0,3348.1428571428573,4484.3982661613445,0.0
2019-05-28,0.0,0,1,5,2019,148,0,0,496.0,12842.0,1513.5714285714287,1740.5046066418583,0.0
2019-05-29,999.0,0,2,5,2019,149,0,0,0.0,3589.0,1143.5714285714287,1481.8466921631605,0.0
2019-05-30,5810.0,0,3,5,2019,150,0,0,999.0,391.0,1917.7142857142858,2243.1127713044452,0.0
2019-05-31,927.0,0,4,5,2019,151,0,0,5810.0,924.0,1918.142857142857,2242.891543569969,0.0
2019-06-01,498.0,0,5,6,2019,152,1,0,927.0,4412.0,1359.0,1991.3300412941578,0.0
2019-06-02,0.0,0,6,6,2019,153,1,0,498.0,783.0,1247.142857142857,2050.1988869906613,0.0
2019-06-03,470.0,0,0,6,2019,154,1,0,0.0,496.0,1243.4285714285713,2051.809433745791,0.0
2019-06-04,660.0,0,1,6,2019,155,1,0,470.0,0.0,1337.7142857142858,1999.6490287354177,0.0
2019-06-05,4835.0,0,2,6,2019,156,1,0,660.0,999.0,1885.7142857142858,2380.6767045224296,0.0
2019-06-06,3582.0,0,3,6,2019,157,1,0,4835.0,5810.0,1567.4285714285713,1860.7326386152822,0.0
2019-06-07,17137.0,0,4,6,2019,158,1,0,3582.0,927.0,3883.1428571428573,6126.957277166006,0.0
2019-06-08,303.0,0,5,6,2019,159,0,0,17137.0,498.0,3855.285714285714,6145.329275538367,0.0
2019-06-09,0.0,0,6,6,2019,160,0,0,303.0,0.0,3855.285714285714,6145.329275538367,0.0
2019-06-10,1494.0,0,0,6,2019,161,0,0,0.0,470.0,4001.5714285714284,6062.949580779525,0.0
2019-06-11,1951.0,0,1,6,2019,162,0,0,1494.0,660.0,4186.0,5963.175775822838,0.0
2019-06-12,1552.0,0,2,6,2019,163,0,0,1951.0,4835.0,3717.0,6032.327079993841,0.0
2019-06-13,6089.0,0,3,6,2019,164,0,0,1552.0,3582.0,4075.1428571428573,6097.050036114525,0.0
2019-06-14,627.0,0,4,6,2019,165,0,0,6089.0,17137.0,1716.5714285714287,2056.7643567202454,0.0
2019-06-15,218.0,0,5,6,2019,166,0,0,627.0,303.0,1704.4285714285713,2066.7275951146003,0.0
2019-06-16,3362.0,0,6,6,2019,167,0,0,218.0,0.0,2184.714285714286,1993.987772811663,0.0
2019-06-17,1796.0,0,0,6,2019,168,0,0,3362.0,1494.0,2227.8571428571427,1979.7687936265816,0.0
2019-06-18,1494.0,0,1,6,2019,169,0,0,1796.0,1951.0,2162.5714285714284,1997.8725232293475,0.0
2019-06-19,2220.0,0,2,6,2019,170,0,0,1494.0,1552.0,2258.0,1979.718919449721,0.0
2019-06-20,257.0,0,3,6,2019,171,0,0,2220.0,6089.0,1424.857142857143,1153.564971245399,0.0
2019-06-21,348.0,0,4,6,2019,172,0,0,257.0,627.0,1385.0,1189.9718484179612,0.0
2019-06-22,2824.0,0,5,6,2019,173,0,0,348.0,218.0,1757.2857142857142,1171.5270254910013,0.0
2019-06-23,5145.0,0,6,6,2019,174,0,0,2824.0,3362.0,2012.0,1667.4430525089992,0.0
2019-06-24,8183.0,0,0,6,2019,175,0,0,5145.0,1796.0,2924.4285714285716,2854.5023417532384,0.0
2019-06-25,2889.0,0,1,6,2019,176,0,0,8183.0,1494.0,3123.714285714286,2785.8639422608185,0.0
2019-06-26,2959.0,0,2,6,2019,177,0,0,2889.0,2220.0,3229.285714285714,2759.7898902130773,0.0
2019-06-27,410.0,0,3,6,2019,178,0,0,2959.0,257.0,3251.1428571428573,2732.800360353987,0.0
2019-06-28,1377.0,0,4,6,2019,179,0,0,410.0,348.0,3398.1428571428573,2573.6516488349516,0.0
2019-06-29,2580.0,0,5,6,2019,180,0,0,1377.0,2824.0,3363.285714285714,2584.3538660154422,0.0
2019-06-30,1109.0,0,6,6,2019,181,0,0,2580.0,5145.0,2786.714285714286,2570.783454796551,0.0
2019-07-01,5233.0,0,0,7,2019,182,1,0,1109.0,8183.0,2365.285714285714,1595.5545237071651,0.0
2019-07-02,2228.0,0,1,7,2019,183,1,0,5233.0,2889.0,2270.8571428571427,1578.8666218369997,0.0
2019-07-03,0.0,0,2,7,2019,184,1,0,2228.0,2959.0,1848.142857142857,1750.6836215845385,0.0
2019-07-04,372.0,0,3,7,2019,185,1,0,0.0,410.0,1842.7142857142858,1755.9373294024813,0.0
2019-07-05,1495.0,0,4,7,2019,186,1,0,372.0,1377.0,1859.5714285714287,1751.2815171776822,0.0
2019-07-06,319.0,0,5,7,2019,187,1,0,1495.0,2580.0,1536.5714285714287,1803.9753192347716,0.0
2019-07-07,3305.0,0,6,7,2019,188,1,0,319.0,1109.0,1850.2857142857142,1905.3244443197725,0.0
2019-07-08,889.0,0,0,7,2019,189,0,0,3305.0,5233.0,1229.7142857142858,1194.9281309444984,0.0
2019-07-09,3850.0,0,1,7,2019,190,0,0,889.0,2228.0,1461.4285714285713,1530.827756174701,0.0
2019-07-10,3614.0,0,2,7,2019,191,0,0,3850.0,0.0,1977.7142857142858,1564.8501221487966,0.0
2019-07-11,84.0,0,3,7,2019,192,0,0,3614.0,372.0,1936.5714285714287,1617.0199810375943,0.0
2019-07-12,2521.0,0,4,7,2019,193,0,0,84.0,1495.0,2083.1428571428573,1616.8235760953216,0.0
2019-07-13,908.0,0,5,7,2019,194,0,0,2521.0,319.0,2167.285714285714,1522.2741446453563,0.0
2019-07-14,1597.0,0,6,7,2019,195,0,0,908.0,3305.0,1923.2857142857142,1444.414035098354,0.0
2019-07-15,3702.0,0,0,7,2019,196,0,0,1597.0,889.0,2325.1428571428573,1498.979922997961,0.0
2019-07-16,2871.5,0,1,7,2019,197,0,0,3702.0,3850.0,2185.3571428571427,1373.449511103698,0.0
2019-07-17,389.0,0,2,7,2019,198,0,0,2871.5,3614.0,1724.642857142857,1355.1295360780214,0.0
2019-07-18,179.0,0,3,7,2019,199,0,0,389.0,84.0,1738.2142857142858,1336.3052251597042,0.0
2019-07-19,2696.0,0,4,7,2019,200,0,0,179.0,2521.0,1763.2142857142858,1354.898208275856,0.0
2019-07-20,985.0,0,5,7,2019,201,0,0,2696.0,908.0,1774.2142857142858,1347.0878422690644,0.0
2019-07-21,937.0,0,6,7,2019,202,0,0,985.0,1597.0,1679.9285714285713,1384.146440617772,0.0
2019-07-22,1106.0,0,0,7,2019,203,0,0,937.0,3702.0,1309.0714285714287,1062.4691536266917,0.0
2019-07-23,1612.0,0,1,7,2019,204,0,0,1106.0,2871.5,1129.142857142857,836.3618492521206,0.0
2019-07-24,1998.0,0,2,7,2019,205,0,0,1612.0,389.0,1359.0,819.9865852727474,0.0
2019-07-25,1271.0,0,3,7,2019,206,0,0,1998.0,179.0,1515.0,642.8141255660496,0.0
2019-07-26,710.0,0,4,7,2019,207,0,0,1271.0,2696.0,1231.2857142857142,441.4120200627132,0.0
2019-07-27,2305.0,0,5,7,2019,208,0,0,710.0,985.0,1419.857142857143,579.1313692802328,0.0
2019-07-28,0.0,0,6,7,2019,209,0,0,2305.0,937.0,1286.0,782.0675589064763,0.0
2019-07-29,3028.0,0,0,7,2019,210,0,0,0.0,1106.0,1560.5714285714287,1011.9466153944053,0.0
2019-07-30,241.0,0,1,7,2019,211,0,0,3028.0,1612.0,1364.7142857142858,1126.5226309855022,0.0
2019-07-31,816.0,0,2,7,2019,212,0,0,241.0,1998.0,1195.857142857143,1104.1412090629924,0.0
2019-08-01,2558.0,0,3,8,2019,213,1,0,816.0,1271.0,1379.7142857142858,1219.8312334591603,0.0
2019-08-02,0.0,0,4,8,2019,214,1,0,2558.0,710.0,1278.2857142857142,1310.916309859573,0.0
2019-08-03,914.0,0,5,8,2019,215,1,0,0.0,2305.0,1079.5714285714287,1232.4203635157287,0.0
2019-08-04,1086.0,0,6,8,2019,216,1,0,914.0,0.0,1234.7142857142858,1138.6572083478463,0.0
2019-08-05,750.0,0,0,8,2019,217,1,0,1086.0,3028.0,909.2857142857143,822.2924691307899,0.0
2019-08-06,8495.0,0,1,8,2019,218,1,0,750.0,241.0,2088.4285714285716,2927.4789983433648,0.0
2019-08-07,3574.0,0,2,8,2019,219,1,0,8495.0,816.0,2482.4285714285716,2913.2454901263354,0.0
2019-08-08,1254.0,0,3,8,2019,220,0,0,3574.0,2558.0,2296.1428571428573,2949.079089515512,0.0
2019-08-09,1273.0,0,4,8,2019,221,0,0,1254.0,0.0,2478.0,2820.326517744676,0.0
2019-08-10,2967.0,0,5,8,2019,222,0,0,1273.0,914.0,2771.285714285714,2736.066502259954,0.0
2019-08-11,27619.0,0,6,8,2019,223,0,0,2967.0,1086.0,6561.714285714285,9651.54249700302,0.0
2019-08-12,1230.0,0,0,8,2019,224,0,0,27619.0,750.0,6630.285714285715,9604.962913590833,0.0
2019-08-13,965.0,0,1,8,2019,225,0,0,1230.0,8495.0,5554.571428571428,9781.360247212098,0.0
2019-08-14,856.0,0,2,8,2019,226,0,0,965.0,3574.0,5166.285714285715,9925.964264062985,0.0
2019-08-15,3517.0,0,3,8,2019,227,0,1,856.0,1254.0,5489.571428571428,9813.521010273247,0.0
2019-08-16,0.0,0,4,8,2019,228,0,0,3517.0,1273.0,5307.714285714285,9915.943251726254,0.0
2019-08-17,197.0,0,5,8,2019,229,0,0,0.0,2967.0,4912.0,10078.855027566056,0.0
2019-08-18,286.0,0,6,8,2019,230,0,0,197.0,27619.0,1007.2857142857143,1194.7373092535904,0.0
2019-08-19,1150.0,0,0,8,2019,231,0,0,286.0,1230.0,995.8571428571429,1192.6325822388671,0.0
2019-08-20,135.0,0,1,8,2019,232,0,0,1150.0,965.0,877.2857142857143,1236.6583621959578,0.0
2019-08-21,718.0,0,2,8,2019,233,0,0,135.0,856.0,857.5714285714286,1238.1533100044217,0.0
2019-08-22,4179.0,0,3,8,2019,234,0,0,718.0,3517.0,952.1428571428571,1477.320934287611,0.0
2019-08-23,0.0,0,4,8,2019,235,0,0,4179.0,0.0,952.1428571428571,1477.320934287611,0.0
2019-08-24,3297.0,0,5,8,2019,236,0,0,0.0,197.0,1395.0,1665.8391278953777,0.0
2019-08-25,1422.0,0,6,8,2019,237,0,0,3297.0,286.0,1557.2857142857142,1593.5605536415785,0.0
2019-08-26,243.0,0,0,8,2019,238,0,0,1422.0,1150.0,1427.7142857142858,1667.3609601570383,0.0
2019-08-27,3898.0,0,1,8,2019,239,0,0,243.0,135.0,1965.2857142857142,1783.6701595649383,0.0
2019-08-28,2002.0,0,2,8,2019,240,0,0,3898.0,718.0,2148.714285714286,1697.9879970489762,0.0
2019-08-29,518.0,0,3,8,2019,241,0,0,2002.0,4179.0,1625.7142857142858,1523.2336999912764,0.0
2019-08-30,699.0,0,4,8,2019,242,0,0,518.0,0.0,1725.5714285714287,1418.185326068077,0.0
2019-08-31,628.0,0,5,8,2019,243,0,0,699.0,3297.0,1344.2857142857142,1277.0487741099826,0.0
2019-09-01,985.0,0,6,9,2019,244,1,0,628.0,1422.0,1281.857142857143,1283.2826953628417,0.0
2019-09-02,498.0,0,0,9,2019,245,1,0,985.0,243.0,1318.2857142857142,1252.1185665859064,0.0
2019-09-03,1050.0,0,1,9,2019,246,1,0,498.0,3898.0,911.4285714285714,526.8028907870256,0.0
2019-09-04,925.0,0,2,9,2019,247,1,0,1050.0,2002.0,757.5714285714286,227.3989572130498,0.0
2019-09-05,1273.0,0,3,9,2019,248,1,0,925.0,518.0,865.4285714285714,269.907920857413,0.0
2019-09-06,2541.0,0,4,9,2019,249,1,0,1273.0,699.0,1128.5714285714287,674.8127782885745,0.0
2019-09-07,11000.0,0,5,9,2019,250,1,0,2541.0,628.0,2610.285714285714,3754.0738633457495,0.0
2019-09-08,1402.0,0,6,9,2019,251,0,0,11000.0,985.0,2669.8571428571427,3727.196955204306,0.0
2019-09-09,971.0,0,0,9,2019,252,0,0,1402.0,498.0,2737.4285714285716,3685.312599008129,0.0
2019-09-10,10366.0,0,1,9,2019,253,0,0,971.0,1050.0,4068.285714285714,4554.093313140264,0.0
